,Title,Organization,Skills,Ratings,Review counts,Metadata
27,,," Project Closure, Agile Project Management, Project Management Life Cycle, Project Planning, Project Management, Project Controls, Milestones (Project Management), Communication Planning, Scope Management, Agile Methodology, Project Risk Management, Project Scoping, Sprint Retrospectives, Sprint Planning, Agile Product Development, Backlogs, Project Schedules, Project Performance, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
28,,," Project Closure, Agile Project Management, Project Management Life Cycle, Project Planning, Project Management, Project Controls, Milestones (Project Management), Communication Planning, Scope Management, Agile Methodology, Project Risk Management, Project Scoping, Sprint Retrospectives, Sprint Planning, Agile Product Development, Backlogs, Project Schedules, Project Performance, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
29,,," Project Closure, Agile Project Management, Project Management Life Cycle, Project Planning, Project Management, Project Controls, Milestones (Project Management), Communication Planning, Scope Management, Agile Methodology, Project Risk Management, Project Scoping, Sprint Retrospectives, Sprint Planning, Agile Product Development, Backlogs, Project Schedules, Project Performance, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
30,,," Project Closure, Agile Project Management, Project Management Life Cycle, Project Planning, Project Management, Project Controls, Milestones (Project Management), Communication Planning, Scope Management, Agile Methodology, Project Risk Management, Project Scoping, Sprint Retrospectives, Sprint Planning, Agile Product Development, Backlogs, Project Schedules, Project Performance, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
31,,," Project Closure, Agile Project Management, Project Management Life Cycle, Project Planning, Project Management, Project Controls, Milestones (Project Management), Communication Planning, Scope Management, Agile Methodology, Project Risk Management, Project Scoping, Sprint Retrospectives, Sprint Planning, Agile Product Development, Backlogs, Project Schedules, Project Performance, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
32,,," Project Closure, Agile Project Management, Project Management Life Cycle, Project Planning, Project Management, Project Controls, Milestones (Project Management), Communication Planning, Scope Management, Agile Methodology, Project Risk Management, Project Scoping, Sprint Retrospectives, Sprint Planning, Agile Product Development, Backlogs, Project Schedules, Project Performance, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
33,,," Project Closure, Agile Project Management, Project Management Life Cycle, Project Planning, Project Management, Project Controls, Milestones (Project Management), Communication Planning, Scope Management, Agile Methodology, Project Risk Management, Project Scoping, Sprint Retrospectives, Sprint Planning, Agile Product Development, Backlogs, Project Schedules, Project Performance, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
34,,," Project Closure, Agile Project Management, Project Management Life Cycle, Project Planning, Project Management, Project Controls, Milestones (Project Management), Communication Planning, Scope Management, Agile Methodology, Project Risk Management, Project Scoping, Sprint Retrospectives, Sprint Planning, Agile Product Development, Backlogs, Project Schedules, Project Performance, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
35,,," Project Closure, Agile Project Management, Project Management Life Cycle, Project Planning, Project Management, Project Controls, Milestones (Project Management), Communication Planning, Scope Management, Agile Methodology, Project Risk Management, Project Scoping, Sprint Retrospectives, Sprint Planning, Agile Product Development, Backlogs, Project Schedules, Project Performance, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
36,,," Prompt Engineering, Generative AI, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Workforce Development, Applied Machine Learning, Business Solutions, Organizational Strategy, Business Process Automation, Social Studies, Innovation, Data Collection, Automation, Data Security, Human Machine Interfaces, Forecasting, Emerging Technologies, Analysis, Critical Thinking",,,Beginner Â· Specialization Â· 1 - 3 Months
37,,," Prompt Engineering, Generative AI, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Workforce Development, Applied Machine Learning, Business Solutions, Organizational Strategy, Business Process Automation, Social Studies, Innovation, Data Collection, Automation, Data Security, Human Machine Interfaces, Forecasting, Emerging Technologies, Analysis, Critical Thinking",,,Beginner Â· Specialization Â· 1 - 3 Months
38,,," Prompt Engineering, Generative AI, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Workforce Development, Applied Machine Learning, Business Solutions, Organizational Strategy, Business Process Automation, Social Studies, Innovation, Data Collection, Automation, Data Security, Human Machine Interfaces, Forecasting, Emerging Technologies, Analysis, Critical Thinking",,,Beginner Â· Specialization Â· 1 - 3 Months
39,,," Prompt Engineering, Generative AI, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Workforce Development, Applied Machine Learning, Business Solutions, Organizational Strategy, Business Process Automation, Social Studies, Innovation, Data Collection, Automation, Data Security, Human Machine Interfaces, Forecasting, Emerging Technologies, Analysis, Critical Thinking",,,Beginner Â· Specialization Â· 1 - 3 Months
40,,," Prompt Engineering, Generative AI, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Workforce Development, Applied Machine Learning, Business Solutions, Organizational Strategy, Business Process Automation, Social Studies, Innovation, Data Collection, Automation, Data Security, Human Machine Interfaces, Forecasting, Emerging Technologies, Analysis, Critical Thinking",,,Beginner Â· Specialization Â· 1 - 3 Months
41,,," Prompt Engineering, Generative AI, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Workforce Development, Applied Machine Learning, Business Solutions, Organizational Strategy, Business Process Automation, Social Studies, Innovation, Data Collection, Automation, Data Security, Human Machine Interfaces, Forecasting, Emerging Technologies, Analysis, Critical Thinking",,,Beginner Â· Specialization Â· 1 - 3 Months
42,,," Prompt Engineering, Generative AI, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Workforce Development, Applied Machine Learning, Business Solutions, Organizational Strategy, Business Process Automation, Social Studies, Innovation, Data Collection, Automation, Data Security, Human Machine Interfaces, Forecasting, Emerging Technologies, Analysis, Critical Thinking",,,Beginner Â· Specialization Â· 1 - 3 Months
43,,," Prompt Engineering, Generative AI, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Workforce Development, Applied Machine Learning, Business Solutions, Organizational Strategy, Business Process Automation, Social Studies, Innovation, Data Collection, Automation, Data Security, Human Machine Interfaces, Forecasting, Emerging Technologies, Analysis, Critical Thinking",,,Beginner Â· Specialization Â· 1 - 3 Months
44,,," Prompt Engineering, Generative AI, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Workforce Development, Applied Machine Learning, Business Solutions, Organizational Strategy, Business Process Automation, Social Studies, Innovation, Data Collection, Automation, Data Security, Human Machine Interfaces, Forecasting, Emerging Technologies, Analysis, Critical Thinking",,,Beginner Â· Specialization Â· 1 - 3 Months
45,,," Prompt Engineering, Generative AI, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Workforce Development, Applied Machine Learning, Business Solutions, Organizational Strategy, Business Process Automation, Social Studies, Innovation, Data Collection, Automation, Data Security, Human Machine Interfaces, Forecasting, Emerging Technologies, Analysis, Critical Thinking",,,Beginner Â· Specialization Â· 1 - 3 Months
46,,," Prompt Engineering, Generative AI, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Workforce Development, Applied Machine Learning, Business Solutions, Organizational Strategy, Business Process Automation, Social Studies, Innovation, Data Collection, Automation, Data Security, Human Machine Interfaces, Forecasting, Emerging Technologies, Analysis, Critical Thinking",,,Beginner Â· Specialization Â· 1 - 3 Months
47,,," Prompt Engineering, Generative AI, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Workforce Development, Applied Machine Learning, Business Solutions, Organizational Strategy, Business Process Automation, Social Studies, Innovation, Data Collection, Automation, Data Security, Human Machine Interfaces, Forecasting, Emerging Technologies, Analysis, Critical Thinking",,,Beginner Â· Specialization Â· 1 - 3 Months
48,,," Email Marketing, Social Media Marketing, Marketing Analytics, Search Engine Marketing, Social Media Strategy, Media Planning, Data Storytelling, Google Ads, Marketing Effectiveness, Social Media Campaigns, Search Engine Optimization, Loyalty Programs, E-Commerce, Online Advertising, Customer Retention, Marketing, Marketing Channel, Campaign Management, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
49,,," Email Marketing, Social Media Marketing, Marketing Analytics, Search Engine Marketing, Social Media Strategy, Media Planning, Data Storytelling, Google Ads, Marketing Effectiveness, Social Media Campaigns, Search Engine Optimization, Loyalty Programs, E-Commerce, Online Advertising, Customer Retention, Marketing, Marketing Channel, Campaign Management, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
50,,," Email Marketing, Social Media Marketing, Marketing Analytics, Search Engine Marketing, Social Media Strategy, Media Planning, Data Storytelling, Google Ads, Marketing Effectiveness, Social Media Campaigns, Search Engine Optimization, Loyalty Programs, E-Commerce, Online Advertising, Customer Retention, Marketing, Marketing Channel, Campaign Management, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
51,,," Email Marketing, Social Media Marketing, Marketing Analytics, Search Engine Marketing, Social Media Strategy, Media Planning, Data Storytelling, Google Ads, Marketing Effectiveness, Social Media Campaigns, Search Engine Optimization, Loyalty Programs, E-Commerce, Online Advertising, Customer Retention, Marketing, Marketing Channel, Campaign Management, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
52,,," Email Marketing, Social Media Marketing, Marketing Analytics, Search Engine Marketing, Social Media Strategy, Media Planning, Data Storytelling, Google Ads, Marketing Effectiveness, Social Media Campaigns, Search Engine Optimization, Loyalty Programs, E-Commerce, Online Advertising, Customer Retention, Marketing, Marketing Channel, Campaign Management, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
53,,," Email Marketing, Social Media Marketing, Marketing Analytics, Search Engine Marketing, Social Media Strategy, Media Planning, Data Storytelling, Google Ads, Marketing Effectiveness, Social Media Campaigns, Search Engine Optimization, Loyalty Programs, E-Commerce, Online Advertising, Customer Retention, Marketing, Marketing Channel, Campaign Management, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
54,,," Email Marketing, Social Media Marketing, Marketing Analytics, Search Engine Marketing, Social Media Strategy, Media Planning, Data Storytelling, Google Ads, Marketing Effectiveness, Social Media Campaigns, Search Engine Optimization, Loyalty Programs, E-Commerce, Online Advertising, Customer Retention, Marketing, Marketing Channel, Campaign Management, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
55,,," Email Marketing, Social Media Marketing, Marketing Analytics, Search Engine Marketing, Social Media Strategy, Media Planning, Data Storytelling, Google Ads, Marketing Effectiveness, Social Media Campaigns, Search Engine Optimization, Loyalty Programs, E-Commerce, Online Advertising, Customer Retention, Marketing, Marketing Channel, Campaign Management, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
56,,," Email Marketing, Social Media Marketing, Marketing Analytics, Search Engine Marketing, Social Media Strategy, Media Planning, Data Storytelling, Google Ads, Marketing Effectiveness, Social Media Campaigns, Search Engine Optimization, Loyalty Programs, E-Commerce, Online Advertising, Customer Retention, Marketing, Marketing Channel, Campaign Management, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
57,,," Email Marketing, Social Media Marketing, Marketing Analytics, Search Engine Marketing, Social Media Strategy, Media Planning, Data Storytelling, Google Ads, Marketing Effectiveness, Social Media Campaigns, Search Engine Optimization, Loyalty Programs, E-Commerce, Online Advertising, Customer Retention, Marketing, Marketing Channel, Campaign Management, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
58,,," Email Marketing, Social Media Marketing, Marketing Analytics, Search Engine Marketing, Social Media Strategy, Media Planning, Data Storytelling, Google Ads, Marketing Effectiveness, Social Media Campaigns, Search Engine Optimization, Loyalty Programs, E-Commerce, Online Advertising, Customer Retention, Marketing, Marketing Channel, Campaign Management, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
59,,," Email Marketing, Social Media Marketing, Marketing Analytics, Search Engine Marketing, Social Media Strategy, Media Planning, Data Storytelling, Google Ads, Marketing Effectiveness, Social Media Campaigns, Search Engine Optimization, Loyalty Programs, E-Commerce, Online Advertising, Customer Retention, Marketing, Marketing Channel, Campaign Management, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
60,,," Package and Software Management, Systems Administration, Computer Networking, IT Infrastructure, OSI Models, Desktop Support, Information Systems Security, Network Troubleshooting, Technical Support, Routing Protocols, Computer Hardware, Network Security, Cybersecurity, Microsoft Windows, Network Administration, Lightweight Directory Access Protocols, File Systems, Interviewing Skills, Applicant Tracking Systems, Resilience",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
61,,," Package and Software Management, Systems Administration, Computer Networking, IT Infrastructure, OSI Models, Desktop Support, Information Systems Security, Network Troubleshooting, Technical Support, Routing Protocols, Computer Hardware, Network Security, Cybersecurity, Microsoft Windows, Network Administration, Lightweight Directory Access Protocols, File Systems, Interviewing Skills, Applicant Tracking Systems, Resilience",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
62,,," Package and Software Management, Systems Administration, Computer Networking, IT Infrastructure, OSI Models, Desktop Support, Information Systems Security, Network Troubleshooting, Technical Support, Routing Protocols, Computer Hardware, Network Security, Cybersecurity, Microsoft Windows, Network Administration, Lightweight Directory Access Protocols, File Systems, Interviewing Skills, Applicant Tracking Systems, Resilience",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
63,,," Package and Software Management, Systems Administration, Computer Networking, IT Infrastructure, OSI Models, Desktop Support, Information Systems Security, Network Troubleshooting, Technical Support, Routing Protocols, Computer Hardware, Network Security, Cybersecurity, Microsoft Windows, Network Administration, Lightweight Directory Access Protocols, File Systems, Interviewing Skills, Applicant Tracking Systems, Resilience",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
64,,," Package and Software Management, Systems Administration, Computer Networking, IT Infrastructure, OSI Models, Desktop Support, Information Systems Security, Network Troubleshooting, Technical Support, Routing Protocols, Computer Hardware, Network Security, Cybersecurity, Microsoft Windows, Network Administration, Lightweight Directory Access Protocols, File Systems, Interviewing Skills, Applicant Tracking Systems, Resilience",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
65,,," Package and Software Management, Systems Administration, Computer Networking, IT Infrastructure, OSI Models, Desktop Support, Information Systems Security, Network Troubleshooting, Technical Support, Routing Protocols, Computer Hardware, Network Security, Cybersecurity, Microsoft Windows, Network Administration, Lightweight Directory Access Protocols, File Systems, Interviewing Skills, Applicant Tracking Systems, Resilience",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
66,,," Package and Software Management, Systems Administration, Computer Networking, IT Infrastructure, OSI Models, Desktop Support, Information Systems Security, Network Troubleshooting, Technical Support, Routing Protocols, Computer Hardware, Network Security, Cybersecurity, Microsoft Windows, Network Administration, Lightweight Directory Access Protocols, File Systems, Interviewing Skills, Applicant Tracking Systems, Resilience",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
67,,," Package and Software Management, Systems Administration, Computer Networking, IT Infrastructure, OSI Models, Desktop Support, Information Systems Security, Network Troubleshooting, Technical Support, Routing Protocols, Computer Hardware, Network Security, Cybersecurity, Microsoft Windows, Network Administration, Lightweight Directory Access Protocols, File Systems, Interviewing Skills, Applicant Tracking Systems, Resilience",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
68,,," Package and Software Management, Systems Administration, Computer Networking, IT Infrastructure, OSI Models, Desktop Support, Information Systems Security, Network Troubleshooting, Technical Support, Routing Protocols, Computer Hardware, Network Security, Cybersecurity, Microsoft Windows, Network Administration, Lightweight Directory Access Protocols, File Systems, Interviewing Skills, Applicant Tracking Systems, Resilience",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
69,,," Package and Software Management, Systems Administration, Computer Networking, IT Infrastructure, OSI Models, Desktop Support, Information Systems Security, Network Troubleshooting, Technical Support, Routing Protocols, Computer Hardware, Network Security, Cybersecurity, Microsoft Windows, Network Administration, Lightweight Directory Access Protocols, File Systems, Interviewing Skills, Applicant Tracking Systems, Resilience",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
70,,," Package and Software Management, Systems Administration, Computer Networking, IT Infrastructure, OSI Models, Desktop Support, Information Systems Security, Network Troubleshooting, Technical Support, Routing Protocols, Computer Hardware, Network Security, Cybersecurity, Microsoft Windows, Network Administration, Lightweight Directory Access Protocols, File Systems, Interviewing Skills, Applicant Tracking Systems, Resilience",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
71,,," Package and Software Management, Systems Administration, Computer Networking, IT Infrastructure, OSI Models, Desktop Support, Information Systems Security, Network Troubleshooting, Technical Support, Routing Protocols, Computer Hardware, Network Security, Cybersecurity, Microsoft Windows, Network Administration, Lightweight Directory Access Protocols, File Systems, Interviewing Skills, Applicant Tracking Systems, Resilience",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
72,,," UI/UX Research, User Research, Responsive Web Design, Wireframing, Usability Testing, Storyboarding, User Experience Design, Information Architecture, Design Research, Figma (Design Software), Sprint Retrospectives, Mockups, Cross Platform Development, Prototyping, User Experience, Usability, Persona (User Experience), Design Thinking, Interviewing Skills, Applicant Tracking Systems",,,Beginner Â· Professional Certificate Â· 3 - 6 Months
